,class,predicted,top_10_tokens
71,1,2,"['物业管理', '地产', '配合', '前期', '房地产', '变更', '开发', '发生', '成立', '企业', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
72,2,5,"['2004年10月1日', '产险', '共保', '坚持用', '打动', '寿险', '利于', '中外', '理赔', '代理', '保险公司', '勘察', '合法', '风险', '防范', '诚信', '注册', '组织', '多家', '始终', '业务', '成立', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
73,2,10,"['投保', '承保', '保险产品', '全国性', '网上', '互联网', '保险业务', '风险评估', '团体', '理赔', '用户', '保险代理', '垂直', '建成', '协助', '家庭', '交易', '融合', '电子商务', '变更', '一站式', '智能化', '渠道', '内容', '模式', '整体', '信息', '综合', '专注', '解决方案', '经营', '发生']"
74,2,9,"['兑换', '特许', '本外币', '同业', '网上', '货币', '外币', '平盘', '7家', '机构', '资质', '全国', '开设', '业务', '新台币', '港币', '欧元', '韩元', '泰铢', '十三种', '定价权', '银行间', '厦门地区', '康辉旅行社', '腾邦国际', '合作旅行社', '出境', '2015年8月13日', '足不出户', '备付金', '平潭', '试验区']"
75,2,9,"['租赁', '中国', '融资', '康富', '工程机械', '租赁业', '2011年', '行业', '竞争力', '能源行业', '装备制造', '品牌', '金典奖', '经营租赁', '二手设备', '电力', '典范', '五十', '30年', '贡献奖', '创新奖', '杰出', '2011年度', '2014年', '商务部', '年度', '品牌影响力', '十大', '实行', '公众', '量身', '满意']"
76,1,8,"['房地产', '服务收入', '中介', '高效', '营销', '营销策划', '通信', '购房', '213号', '意向', '天健会计师事务所', '天健审', '保留意见', '汇聚', '信息', '透明', '网络工程', '2016', '广告设计', '主营业务收入', '办公自动化', '费用', '独特', '商业模式', '审计报告', '开发商', '效果', '出具', '2015年度', '降低', '能源', '成立']"
77,2,8,"['现金', '社区', '金融服务', '金融', '运营', '第三方', '档案', '金融机构', '银行', '综合', '普惠', '电子产品', '专业化', '自助银行', '业务', '集中化', '集约化', '证券', '服务外包', '居民', '核心', '最新', '基金', '关注', '致力', '宗旨', '系统', '包含', '延伸', '综合性', '秉承', '现代化']"
78,2,9,"['证券', '融资', '一大批', '设有', '承销', '保荐', '债务', '专家', '控股', '人员', '华龙证券股份有限公司', '50余家', '华商基金管理公司', '华龙期货公司', '甘肃股权交易中心', '金城资本管理公司', '金融控股集团', '莎普爱思', '兰石重装', '启明信息', '北大荒', '浙江龙盛', '甘肃公航旅', '新疆伊犁财通', '六盘水', '汝州', '鑫源', '企业债', '经国家科技部', '保荐代表人', '金融', '融券']"
79,2,0,"['监管部门', '业务', '三农', '批准', '南京市工商行政管理局', '新型农村', '保险兼业', '等经', '应付款', '江苏省人民政府', '开鑫贷', '面向', '保函', '小微企业私募债', '融资性担保', '代理', '发放', '发放贷款', '小额贷款', '金融机构', '组织', '金融', '设立', '经营范围', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
80,2,9,"['累放', '贷款', '平均', '余额', '占比', '放款', '小额贷款季末', '2个月', '经营性贷款季末', '新昌县', '50万', '年末', '养殖业', '100万', '小额贷款业务', '小额贷款公司', '发放', '小型', '金额', '累计', '20', '金融机构', '成立', '本公司', '新昌县第二家经浙江省金融办', '555笔', '716万元', '768万元', '719笔', '924万元', '435万元', '支农']"
81,2,5,"['私募股权投资基金', '投资', '经济社会', '投资人', '加速', '股权', '基金', '需求', '业务', '管理', '资金', '服务业', '发展', '成长', '推动', '升级', '整合', '产业', '企业', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
82,1,8,"['营销代理', '顾问', '招商', '策划', '市场', '地产', '对象', '细分', '运营', '旧城', '可分性', '商业街', '关联性', '二级市场', '购物中心', '业务链', '相互', '商业地产', '综合体', '形态', '中介', '物业', '三级', '一级', '独立', '改造', '城市', '机构', '产业', '合作', '业务', 'UNKNOWN']"
83,2,8,"['保险产品', '保险代理', '保险公司', '代理', '经销商', '销售', '中介机构', '汽车修理公司', '代理人', '10家', '公司员工', '保单', '营销', '保监会', '车险', '佣金', '电话', '山东省', '分支机构', '经纪', '签订', '合同', '获取', '许可', '销售业务', '方式', '渠道', '机构', '拓展', '营业收入', '专注', '业务']"
84,1,5,"['房地产', '房贷', '房产', '中介', '经纪', '综合', '置业方', '出租方', '租赁方', '中为', '多方位', '出发', '角度', '业主', '三级', '服务商', '一体化', '一体', '市场', '领域', '集', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
85,1,3,"['能源', '国资', '兴中广场', '还定', '中山市国资委', '兴中集团', '部份', '管理', '2015年12月', '战略部署', '项目', '产业', '投资', '中山市', '夯实', '注入', '筹备', '国有', '寻求', '系为', '自建', '建设', '全资', '燃气', '历史', '沉淀', '物业管理', '资产', '一级', '负责', '经营', '收购']"
86,2,8,"['租赁', '融资', '财产', '发放贷款', '批准', '部门', '业务', '地方政府融资平台公司', '拆借', '严禁', '非法', '保理业务', '残值', '公益性', '名义', '集资', '战略', '同业', '项目', '信托', '熟悉', '存款', '未经', '资本市场', '金融业务', '间接', '积极探索', '担保', '协作', '共赢', '活动', '股权']"
87,2,0,"['重组', '顾问', '债务', '私募股权', '企业集团', '基金', '投资', '资产', '私募股权投资管理机构', '重整方', '管理', '偿还', '破产', '私募', '身份', '大型', '介入', '受托', '引入', '业务', '对外', '解决', '方案', '方式', '企业', '设立', '设计', '指', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
88,1,9,"['收购', '合并', '房地产', '中介', '房产', '子公司', '长期股权投资成本', '对价', '中介类', '净资产', '业务', '建材', '确认', '托管', '装饰装修', '房屋', '物业管理', '支付', '资产', '上海', '上海德威企业发展有限公司第一分公司', '上海德威装饰工程有限公司', '上海德威房地产经纪有限公司', '上海优宏资产管理有限公司', '东瀛', '上海嘉尚房地产营销策划有限公司', '德威国际发展有限公司', '无锡九如咨询有限公司', '涉外', '股东会决议', '账面', '作价']"
89,2,3,"['工商户', '三农', '个体', '小微企业', '原则', '对象', '审批同意', '安徽省巢湖市工商行政管理局', '合肥市区', '县市', '农村经济', '安徽省金融办', '所辖', '票据贴现', '农民', '自负盈亏', '小额', '自我约束', '担风险', '信贷', '状况良好', '自主经营', '小额贷款公司', '发放', '分散', '小额贷款', '贷款', '安徽省', '开展业务', '发展', '选择', '注册']"
90,2,5,"['三农', '中小企业', '2012年12月以来', '小微', '年末', '助推', '已达', '方针', '发放贷款', '金融服务', '贷款', '信誉', '便捷', '规模', '优质', '2014年', '发展', '经营', '业务', '约', '3.57亿元', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
91,2,2,"['期货经纪', '业务', '期货投资', '资产', '许可', '商品', '金融', '中国证监会', '核准', '咨询', '核心', '管理', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
92,1,8,"['房地产', '营销代理', '顾问', '西安地区', '开发商', '咨询', '综合', '百余家', '紫薇地产', '恒基兆业', '长建集团', '颐和集团', '利君地产', '泰华置业', '金地', '大成', '福德森置业', '荣德置业', '策划', '一体化', '万科地产', '房地产代理', '营销', '省内', '调研', '跟踪', '全国性', '较好', '品牌形象', '营销策划', '2009年', '服务体系']"
93,1,7,"['房地产', '购房者', '互联网', '详细信息', '连结', '市场分析', '行业资讯', '研究报告', '网络', '互联网服务', '信息', '己任', '平台', '服务行业', '资讯', '客户资源', '颁布', '项目', '国家统计局', '上线', '传输', '国家标准', '符合', '信息技术服务业', '展示', '获取', '互动', '自有', '中国证监会', '国民经济行业分类', '修订', '上市公司行业分类指引']"
94,2,3,"['担保', '保函', '招投标', '贷款', '银行', '湖南融兴融资担保股份有限公司', '住房公积金贷款', '承兑汇票', '非融资类', '信用社', '衡阳地区', '流动资金贷款担保', '民间', '十余家', '合作关系', '金融衍生品', '政府采购', '担保业务', '互利', '中长期', '优质', '固定资产', '融资性担保', '粘性', '共赢', '小微企业', '融资', '湖南', '协议', '签订', '中小企业', '增强']"
95,2,0,"['业务', '委托贷款业务', '开鑫贷', '小微企业私募债', '自负盈亏', '工商登记', '自我约束', '担风险', '融资性担保', '小额贷款业务', '自主经营', '发放', '三农', '机关', '小额贷款', '开展业务', '金融机构', '法规', '法律', '始终', '核准', '面向', '稳定', '代理', '经营范围', '变化', '发展', '发生', '成立', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
96,1,5,"['下属物业公司', '负责', '物业公司', '住宅小区', '业务', '物业管理', '下属', '来源于', '利润', '经营', '来源', '控制', '收入', '子公司', '稳定', '管理', '变化', '发展', '发生', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
97,2,2,"['本外币', '银行卡收单业务', '布放', '兑换', '终端', '维护', '期内', '报告', '变化', '发生', '企业', 'POS', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
98,2,3,"['中间业务', '江苏省海安县工商行政管理局', '江苏省金融办', '省金融办', '应付款', '开鑫贷', '业务', '保函', '利息收入', '同意', '小微企业私募债', '自负盈亏', '创业投资', '自我约束', '担风险', '融资性担保', '自主经营', '小额贷款公司', '发放', '小额贷款', '创新性', '小微企业', '贷款', '开展业务', '科技型', '注册', '法规', '法律', '业务收入', '来源', '成立', '科技']"
99,2,3,"['清镇市', '审核', '微企业', '中国银监会', '关于小额贷款公司试点的指导意见', '银监', '贵州省', '贵阳市', '中国人民银行', '企业法人', '完毕', '有限责任公司', '行政区域', '自然人', '存款', '小额贷款业务', '小额贷款公司', '工商户', '发放贷款', '个体', '小额贷款', '23号', '股份有限公司', '公众', '农户', '吸收', '办理', '各项', '内部', '对象', '申请', '社会']"
100,2,3,"['信用保证保险', '特色', '特殊风险保险', '农险', '农业保险', '家庭财产保险', '短期健康保险', '工程保险', '意外伤害保险', '260多个', '险种', '责任保险', '企业财产保险', '船舶保险', '社会生活', '保险业务', '机动车辆保险', '货物运输保险', '13个', '列为', '差异化', '提出', '大类', '发展', '业务范围', '保障', '涉及', '战略', '多个', '涵盖', '重点', '经营']"
101,2,9,"['合作', '小微贷款', '贷款', '机构', '借款', '中介', '评审', '小微', '小贷', '调查', '小微企业', '办理', '业务', '协议', '签订', '贷后管理', '江川', '放贷', '近七年', '开办', '申贷', '批贷率', '江川金融', '北京银行', '济南龙信小贷公司', '山东省国资委', '江川小贷有限公司', '确切', '贷款类', '市及', '9亿元', '顺畅']"
102,2,9,"['融资', '租赁', '康安租赁', '业务', '纺织设备', '保理', '财产', '建筑机械', '商业', '规模', '矿山机械', '扩展', '对外', '中小企业', '第九批', '海宁康安建筑机械租赁有限公司', '过期', '违反', '融资租赁企业监督管理办法', '直租', '回租', '上海康安商业保理有限公司', '出口保理', '国内保理', '应收款', '残值', '信用风险', '保理业务', '尚待', '择机', '机构', '资质']"
103,2,5,"['期货经纪', '永安', '合并后', '期货投资', '资本', '风险管理', '资产', '业务收入', '全资子公司', '情况', '商品', '金融', '业务', '单位', '咨询', '管理', '期内', '报告', '元', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
104,2,8,"['兴润金控', '中小企业', '典当', '担保', '小额贷款', '融资', '金融', '担保公司', '典当行', '咨询公司', '黄金期', '转型期', '升级期', '中小企业融资', '长期存在', '融资难', '典当业务', '担保业务', '制约', '社会发展', '经济发展', '咨询', '小额贷款业务', '时期', '中国', '小额贷款公司', '国民经济', '总收入', '金融服务', '多层次', '下设', '量身']"
105,2,8,"['贷款', '盈余', '小额', '2015年5月31日', '信贷', '覆盖面', '历年', '着力', '分散', '稳步', '发放贷款', '三农', '股东', '服务质量', '小微企业', '融资', '农户', '原则', '数量', '资金', '2008年', '中小企业', '银行', '来源于', '投入', '规模', '提高', '面向', '设立', '期内', '报告', '发展']"
106,2,3,"['担保', '中国投融资担保有限公司整体变更', '国家经贸委', '建银国际', '中信资本', '鼎晖投资', '新加坡政府', '金石', '国投创新', '六家新', '独资企业', '国投集团', '整体变更', '投资', '出资', '中外合资企业', '1993年', '增资', '财政部', '国有', '改制', '发起', '股东', '股份有限公司', '而成', '成员', '国务院', '信用', '2010年', '引进', '变更', '工作']"
107,2,3,"['贷款', '湖南省常德市工商行政管理局', '汇丰', '承包方', '资金周转', '信用贷款', '湖南省人民政府金融工作办公室', '财务咨询', '常德', '市辖区', '款项', '抵押贷款', '常德市', '短期', '开发公司', '项目经理', '小贷', '行政区域', '国有', '小额贷款公司', '发放', '小额贷款', '湖南省', '工程建设', '工程项目', '为其', '业务范围', '注册', '保证', '成立', '运行', '快速']"
108,2,9,"['担保', '贷款', '融资性担保', '担保责任', '担保人', '债权人', '代偿', '担保业务', '约定', '金融机构', '安徽省信用担保协会', '票据承兑担保', '贸易融资担保', '信用证', '诉讼保全担保', '履约担保', '融资性担保公司', '再担保', '被担保人', '负有', '融资性', '尽职调查', '担保合同', '反担保合同', '签发', '函等', '担保费', '追偿', '初审', '未能', '偿还', '履行']"
